"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3110000","311000003720150003","2015-07-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-384-0079","0","","서울특별시 은평구 대조동 ***-*번지 *층 우측 ","서울특별시 은평구 통일로 *** (대조동)","03390","멍멍이","2015-07-14 16:11:56","I","2022-05-27 00:00:00.0","","193260.233184107    ","457038.504421161    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720150004","2012-07-05","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-358-1591","0","","서울특별시 은평구 갈현동 ***-*번지 지층, *층 ","서울특별시 은평구 연서로**길 **, 지,*층 (갈현동, 정운빌딩)","03330","도그원 펫센터","2020-02-14 17:39:50","U","2022-05-27 00:00:00.0","","192667.438048047    ","457480.990067897    ","동물관련영업","판매(일반) ","","L00","0"
"3110000","311000003720160001","2011-11-01","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 진흥로 ** (역촌동)","03409","쿨펫동물병원","2019-05-14 11:27:15","U","2022-05-27 00:00:00.0","","192636.223179119    ","455316.428545363    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160002","2014-01-02","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","","","서울특별시 은평구 역촌동 **-**번지 *층 ","서울특별시 은평구 진흥로 ** (역촌동)","03409","튼튼동물병원","2016-02-03 14:21:18","I","2022-05-27 00:00:00.0","","192636.223179119    ","455316.428545363    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160003","2016-02-29","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-383-8024","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 응암로 *** (응암동)","03454","도리도리펫샵","2017-05-18 20:49:20","I","2022-05-27 00:00:00.0","","192828.815751937    ","454965.25061689     ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160004","2016-04-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-373-2067","0","","서울특별시 은평구 응암동 ***-*번지 ","서울특별시 은평구 응암로**길 ** (응암동)","03480","예일애견","2017-10-19 09:26:09","I","2022-05-27 00:00:00.0","","192838.696088238    ","453857.098616756    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160005","2016-05-26","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","","","서울특별시 은평구 녹번동 ***-**번지 ","서울특별시 은평구 통일로 *** (녹번동)","03375","더탑동물병원","2016-05-26 10:57:54","I","2022-05-27 00:00:00.0","","193917.79591497     ","456163.763992789    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160006","2016-08-31","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 서오릉로 **, *층 (역촌동)","03404","아엠펫","2019-05-23 09:34:02","U","2022-05-27 00:00:00.0","","192961.495459069    ","456191.757559834    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720160007","2016-10-31","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-6012-7477","0","","서울특별시 은평구 신사동 **-**번지 ","서울특별시 은평구 증산로**길 * (신사동)","03450","퍼피하우스","2020-01-28 17:54:18","U","2022-05-27 00:00:00.0","","192379.648300999    ","454844.979806447    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170001","2017-01-10","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-** ","서울특별시 은평구 서오릉로 **-* (역촌동)","03404","오제이(OJ)","2020-09-21 13:25:20","U","2022-05-27 00:00:00.0","","192961.495459069    ","456191.757559834    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170002","2017-02-07","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","","서울특별시 은평구 통일로 지하 ***-* (불광동)","03344","메르시몽프레","2020-02-14 09:29:10","U","2022-05-27 00:00:00.0","","","","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170003","2017-02-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","023560045","0","","서울특별시 은평구 대조동 ***-***번지 ","서울특별시 은평구 역말로 *** (대조동, 대조월드빌라트)","03393","GG클럽","2017-02-14 13:13:31","I","2022-05-27 00:00:00.0","","193000.838667781    ","456465.287204225    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170004","2017-05-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-04-28","","","","02-2097-2600","0","","","서울특별시 은평구 통일로 ****, *층 (진관동, 롯데몰은평점)","03306","롯데쇼핑토이저러스은평점","2022-04-28 09:58:24","U","2022-05-27 00:00:00.0","","192694.92374224     ","459461.236119623    ","동물관련영업","판매(일반) ","","L00","0"
"3110000","311000003720170005","2017-05-22","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","3950109","","","서울특별시 은평구 진관동 **번지 ***동 ***호","서울특별시 은평구 진관*로 **-*, ***동 ***호 (진관동, 은평뉴타운구파발)","03301","러브독스","2017-05-22 14:26:29","I","2022-05-27 00:00:00.0","","","","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170006","2017-06-12","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-359-0456","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로 **, ***호 (역촌동)","03406","은평애견","2019-02-14 14:55:54","U","2022-05-27 00:00:00.0","","192516.898531697    ","455652.785661652    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170007","2017-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-6406-3644","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 가좌로*나길 ** (응암동)","03481","개샵","2017-06-28 10:56:27","I","2022-05-27 00:00:00.0","","192787.346831048    ","453585.65095991     ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170008","2017-08-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 갈현동 ***-*번지 ","서울특별시 은평구 갈현로**길 ** (갈현동)","03319","스윗퍼피","2019-05-14 11:38:27","U","2022-05-27 00:00:00.0","","192220.1539455      ","457719.753084231    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720170009","2017-08-29","","03","폐업","0002","폐업","2018-08-10","","","","","","","서울특별시 은평구 불광동 ***-*번지 ","서울특별시 은평구 통일로 ***-* (불광동)","03351","은평애견","2018-08-10 16:38:44","I","2022-05-27 00:00:00.0","","193211.220659405    ","457149.350968864    ","동물관련영업","동물생산업","","000","0"
"3110000","311000003720180001","2018-02-23","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","382-2613","0","","서울특별시 은평구 갈현동 ***-**번지 *층 ","서울특별시 은평구 연서로**길 *-**, *층 (갈현동)","03331","야옹하우스","2018-11-13 13:14:06","U","2022-05-27 00:00:00.0","","192802.536014217    ","457344.670175355    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720180002","2018-03-06","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 진관동 **번지 은평뉴타운 구파발 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 *층 ***호 (진관동, 은평뉴타운 구파발)","03301","강아지풀","2018-05-02 17:38:29","I","2022-05-27 00:00:00.0","","","","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720180003","2018-04-04","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 불광동 **-**번지 ","서울특별시 은평구 불광로 ***, *층 (불광동)","03363","블루슈가","2019-12-30 13:31:37","U","2022-05-27 00:00:00.0","","194008.766795018    ","457174.901501955    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720180004","2018-04-19","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 대조동 ***-**번지 ","서울특별시 은평구 통일로**길 **, *층 (대조동)","03386","루비펫","2020-04-17 08:22:36","U","2022-05-27 00:00:00.0","","192985.345285159    ","456927.507920024    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180005","2018-05-03","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-388-2533","0","","서울특별시 은평구 진관동 **번지 은평뉴타운 구파발 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운 구파발)","03301","강아지풀","2018-05-04 15:54:32","I","2022-05-27 00:00:00.0","","","","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180006","2018-05-03","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-388-2533","0","","서울특별시 은평구 진관동 **번지 은평뉴타운 구파발 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운 구파발)","03301","강아지풀","2018-12-26 13:22:09","U","2022-05-27 00:00:00.0","","","","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720180007","2018-05-03","","03","폐업","0002","폐업","2019-10-18","","","","","0","","서울특별시 은평구 대조동 ***-**번지 지층 ","서울특별시 은평구 역말로 ***-**, 지층 (대조동)","03393","야옹하우스","2019-10-18 16:26:42","U","2022-05-27 00:00:00.0","","192898.249763129    ","456416.932461548    ","동물관련영업","동물생산업","","000","0"
"3110000","311000003720180008","2018-05-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-387-7582","0","","서울특별시 은평구 응암동 **-*번지 ","서울특별시 은평구 은평로 ** (응암동)","03461","24시스마트동물메디컬센터","2018-05-15 20:54:35","I","2022-05-27 00:00:00.0","","192700.377628737    ","455276.729077644    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180009","2018-05-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 진관동 ** 은평뉴타운상림마을 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운상림마을)","03302","이주헌","2020-12-14 13:30:01","U","2022-05-27 00:00:00.0","","193304.926585972    ","460316.757008927    ","동물관련영업","운송 ","","000","0"
"3110000","311000003720180010","2018-05-31","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-**번지 *층 ","서울특별시 은평구 응암로**길 **, *층 (응암동)","03466","멍멍냐옹","2019-11-21 17:05:59","U","2022-05-27 00:00:00.0","","193011.026498811    ","454575.919199341    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180011","2018-05-31","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-6032-2588","0","","서울특별시 은평구 응암동 ***-**번지 *층 ","서울특별시 은평구 응암로**길 **, *층 (응암동)","03466","멍멍냐옹","2019-11-21 17:18:02","U","2022-05-27 00:00:00.0","","193011.026498811    ","454575.919199341    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180012","2018-06-18","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-**번지 우방이지빌 ***호","서울특별시 은평구 연서로*길 **-**, ***호 (역촌동, 우방이지빌)","03420","펫위드미강북지점","2019-12-31 16:57:12","U","2022-05-27 00:00:00.0","","192259.43071026     ","455483.789724843    ","동물관련영업","운송 ","","000","0"
"3110000","311000003720180013","2018-06-18","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-2097-2663","0","","서울특별시 은평구 진관동 **번지 롯데몰 은평점 ","서울특별시 은평구 통일로 ****, 롯데몰 은평점 *층 (진관동)","03306","마이뷰티독","2018-06-18 16:02:09","I","2022-05-27 00:00:00.0","","192694.92374224     ","459461.236119623    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180014","2018-06-18","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-3152-0075","0","","서울특별시 은평구 응암동 ***-***번지 ","서울특별시 은평구 백련산로 **, *층 (응암동)","03470","참좋은동물병원","2018-06-18 16:10:37","I","2022-05-27 00:00:00.0","","193081.852188715    ","453992.56368201     ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180015","2018-06-18","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-3152-9075","0","","서울특별시 은평구 응암동 ***-***번지 ","서울특별시 은평구 백련산로 **, *층 (응암동)","03470","참좋은동물병원","2019-11-25 09:24:37","U","2022-05-27 00:00:00.0","","193081.852188715    ","453992.56368201     ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180016","2018-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-354-4110","0","","서울특별시 은평구 녹번동 ***-***번지 남영빌딩 ","서울특별시 은평구 통일로 ***, 남영빌딩 *층 (녹번동)","03375","녹번동물병원","2019-11-05 13:55:18","U","2022-05-27 00:00:00.0","","193903.333435372    ","456197.927159351    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180017","2018-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 갈현동 ***-**번지 *층 ","서울특별시 은평구 서오릉로 ***, *층 (갈현동)","03327","hola(올라)","2018-06-27 16:06:36","I","2022-05-27 00:00:00.0","","191865.491876147    ","457046.603633131    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180018","2018-06-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-385-8275","0","","서울특별시 은평구 진관동 **번지 은평뉴타운상림마을 ***동 상가***호","서울특별시 은평구 진관*로 **, ***동 상가 ***호 (진관동, 은평뉴타운상림마을)","03302","뉴타운동물병원","2018-06-27 16:36:28","I","2022-05-27 00:00:00.0","","193103.427054842    ","459986.856034813    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180019","2018-07-09","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-357-9111","0","","서울특별시 은평구 응암동 ***-**번지 응암동하이포룸 ***호","서울특별시 은평구 은평로*길 **, ***호 (응암동, 응암동하이포룸)","03454","미니펫","2018-07-09 17:42:12","I","2022-05-27 00:00:00.0","","192782.80458622     ","454959.212129513    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180020","2018-07-09","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-357-9111","0","","서울특별시 은평구 응암동 ***-**번지 응암동하이포룸 ***호","서울특별시 은평구 은평로*길 **, ***호 (응암동, 응암동하이포룸)","03454","미니펫","2018-07-09 18:09:00","I","2022-05-27 00:00:00.0","","192782.80458622     ","454959.212129513    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180021","2018-07-30","","03","폐업","0002","폐업","2024-06-28","","","","02-357-7497","0","","서울특별시 은평구 응암동 **-** ","서울특별시 은평구 은평로**길 *-* (응암동)","03460","노버래그 캐터리","2024-06-28 17:15:35","U","2024-06-30 02:40:00.0","","193329.748443156    ","455503.022360376    ","동물생산업","동물생산업","","000","0"
"3110000","311000003720180022","2018-08-22","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 대조동 **-*번지 *층 ","서울특별시 은평구 서오릉로*길 **, *층 (대조동)","03392","퍼피하우스","2020-01-03 12:23:44","U","2022-05-27 00:00:00.0","","193120.784460028    ","456238.65857545     ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180023","2018-08-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6368-0221","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 응암로**길 ** (응암동)","03467","도그#","2018-08-28 10:22:52","I","2022-05-27 00:00:00.0","","192744.086090872    ","454218.765002996    ","동물관련영업","미용(일반) ","","000","0"
